,call_type,latitude,longitude
4649,Alarms,37.77019846,-122.38957830000001
4657,Alarms,37.798714000000004,-122.40961829999999
4669,Alarms,37.78383852,-122.41377549999999
4671,Alarms,37.804438299999994,-122.4116055
4673,Alarms,37.76682133,-122.42881489999999
4676,Alarms,37.78263551,-122.41486280000001
4677,Alarms,37.73013943,-122.4322689
4692,Alarms,37.78234047,-122.40377190000001
4702,Alarms,37.77649448,-122.4113591
4707,Alarms,37.76724422,-122.51022569999999
4726,Alarms,37.76682133,-122.42881489999999
4728,Alarms,37.78398088,-122.420197
4740,Alarms,37.77091334,-122.420305
4785,Alarms,37.78234047,-122.40377190000001
4797,Alarms,37.77111434,-122.3903682
4798,Alarms,37.77339331,-122.43911440000001
4804,Alarms,37.74951187,-122.42368459999999
4815,Alarms,37.79508406,-122.40738689999999
4821,Alarms,37.80298506,-122.4122222
4839,Alarms,37.74951187,-122.42368459999999
4840,Alarms,37.79406256,-122.4083228
4850,Alarms,37.79456754,-122.4074578
4860,Alarms,37.73013943,-122.4322689
4920,Alarms,37.77339331,-122.43911440000001
4921,Alarms,37.78383852,-122.41377549999999
4925,Alarms,37.79508406,-122.40738689999999
4933,Alarms,37.77649448,-122.4113591
4940,Alarms,37.79456754,-122.4074578
4945,Alarms,37.78626844,-122.4129972
4951,Alarms,37.74959545,-122.39967879999999
4952,Alarms,37.791987400000004,-122.3977336
4954,Alarms,37.78398088,-122.420197
4961,Alarms,37.79371656,-122.43227949999999
4963,Alarms,37.73031322,-122.4862054
4978,Alarms,37.80298506,-122.4122222
4997,Alarms,37.74730042,-122.4269379
4999,Alarms,37.78626844,-122.4129972
5012,Alarms,37.80298506,-122.4122222
5018,Alarms,37.77337237,-122.44340159999999
5023,Alarms,37.76724422,-122.51022569999999
5039,Alarms,37.74730042,-122.4269379
5057,Alarms,37.77803651,-122.4154291
5061,Alarms,37.71214951,-122.4171412
5062,Alarms,37.7841909,-122.41011950000001
5064,Alarms,37.78647953,-122.40472439999999
5068,Alarms,37.77078768,-122.4004626
5076,Alarms,37.78331041,-122.38837990000002
5082,Alarms,37.77879789,-122.42252069999999
5100,Alarms,37.75675709,-122.48302890000001
5102,Alarms,37.78647953,-122.40472439999999
5106,Alarms,37.77078768,-122.4004626
5124,Alarms,37.77078768,-122.4004626
5134,Alarms,37.71872229,-122.38911829999999
5140,Alarms,37.77078768,-122.4004626
5153,Alarms,37.7971786,-122.4101446
5159,Alarms,37.78331041,-122.38837990000002
5163,Alarms,37.78331041,-122.38837990000002
5167,Alarms,37.72238833,-122.42778190000001
5189,Alarms,37.798714000000004,-122.40961829999999
5198,Alarms,37.78802055,-122.4260616
5199,Alarms,37.798714000000004,-122.40961829999999
5200,Alarms,37.71872229,-122.38911829999999
5207,Alarms,37.763937899999995,-122.39421409999999
5208,Alarms,37.76410441,-122.421878
5235,Alarms,37.7841909,-122.41011950000001
5236,Alarms,37.763937899999995,-122.39421409999999
5243,Alarms,37.77078768,-122.4004626
5285,Alarms,37.72238833,-122.42778190000001
5290,Alarms,37.76494911,-122.44320249999998
5299,Alarms,37.79380339,-122.43904170000002
5304,Alarms,37.78802055,-122.4260616
5307,Alarms,37.75675709,-122.48302890000001
5310,Alarms,37.7971786,-122.4101446
5312,Alarms,37.79380339,-122.43904170000002
5313,Alarms,37.7841909,-122.41011950000001
5318,Alarms,37.773389,-122.41364499999999
5323,Alarms,37.72380521,-122.47332709999999
5325,Alarms,37.77964754,-122.41138600000001
5334,Alarms,37.79862378,-122.4606347
5341,Alarms,37.78394291,-122.4129524
5342,Alarms,37.773389,-122.41364499999999
5357,Alarms,37.763937899999995,-122.39421409999999
5359,Alarms,37.78630722,-122.40529479999998
5380,Alarms,37.78958038,-122.4128912
5384,Alarms,37.71214951,-122.4171412
5396,Alarms,37.783789299999995,-122.4092663
5409,Alarms,37.7826425,-122.4078327
5414,Alarms,37.79862378,-122.4606347
5428,Alarms,37.78630722,-122.40529479999998
5434,Alarms,37.783789299999995,-122.4092663
5447,Alarms,37.77879789,-122.42252069999999
5458,Alarms,37.78394291,-122.4129524
5467,Alarms,37.76410441,-122.421878
5470,Alarms,37.76141313,-122.4272205
5480,Alarms,37.79380339,-122.43904170000002
5493,Alarms,37.78394291,-122.4129524
5517,Alarms,37.75675709,-122.48302890000001
5519,Alarms,37.78958038,-122.4128912
5523,Alarms,37.76494911,-122.44320249999998
5531,Alarms,37.72380521,-122.47332709999999
5564,Alarms,37.76141313,-122.4272205
5576,Alarms,37.7826425,-122.4078327
5581,Alarms,37.75685706,-122.40850630000001
5591,Alarms,37.78691269,-122.40975619999999
5595,Alarms,37.78802055,-122.4260616
5600,Alarms,37.798714000000004,-122.40961829999999
5603,Alarms,37.78326369,-122.40705120000001
5611,Alarms,37.77879789,-122.42252069999999
5612,Alarms,37.77803651,-122.4154291
5620,Alarms,37.78326369,-122.40705120000001
5625,Alarms,37.76410441,-122.421878
5638,Alarms,37.75685706,-122.40850630000001
5657,Alarms,37.773389,-122.41364499999999
5661,Alarms,37.78958038,-122.4128912
5664,Alarms,37.72380521,-122.47332709999999
5666,Alarms,37.783789299999995,-122.4092663
5674,Alarms,37.77964754,-122.41138600000001
5675,Alarms,37.77078768,-122.4004626
5677,Alarms,37.7826425,-122.4078327
5683,Alarms,37.77964754,-122.41138600000001
5686,Alarms,37.71872229,-122.38911829999999
5687,Alarms,37.76141313,-122.4272205
