Column1,Unnamed0,call_type,received_timestamp,disptach_timestamp,dispatch_time,latitude,longitude,TransactionId,ComputedAPN,StreetAddress,ComputedCity,ComputedState,ComputedZip
9112,9112,Structure Fire,0 days 23:59:52.000000000,0 days 00:03:31.000000000,-1 days +00:03:39.000000000,37.73970783,-122.4159127,,5664010,354 Moultrie St,San Francisco,CA,94110
9116,9116,Structure Fire,0 days 10:06:59.000000000,0 days 10:08:19.000000000,0 days 00:01:20.000000000,37.78383444,-122.4129305,,338023,301 Eddy St,San Francisco,CA,94102
9118,9118,Structure Fire,0 days 11:46:57.000000000,0 days 11:47:15.000000000,0 days 00:00:18.000000000,37.79282365,-122.3970342,,264004,1 California St,San Francisco,CA,94111
9130,9130,Structure Fire,0 days 23:59:52.000000000,0 days 00:03:31.000000000,-1 days +00:03:39.000000000,37.74878149,-122.4657767,,2208002,54 Mendosa Ave,San Francisco,CA,94116
9138,9138,Structure Fire,0 days 23:59:52.000000000,0 days 00:03:31.000000000,-1 days +00:03:39.000000000,37.73696234,-122.4125534,,5701015,617 Tompkins Ave,San Francisco,CA,94110
9154,9154,Structure Fire,0 days 23:59:52.000000000,0 days 00:03:31.000000000,-1 days +00:03:39.000000000,37.78937035,-122.4145392,,281016,1053 Bush St,San Francisco,CA,94109
9245,9245,Structure Fire,0 days 09:06:03.000000000,0 days 09:08:09.000000000,0 days 00:02:06.000000000,37.78246842,-122.4485906,,1070001A,2750 Geary Blvd,San Francisco,CA,94118
9250,9250,Structure Fire,0 days 04:41:43.000000000,0 days 04:42:47.000000000,0 days 00:01:04.000000000,37.78366898,-122.4109266,,339019,131 Taylor St,San Francisco,CA,94102
9303,9303,Structure Fire,0 days 17:53:30.000000000,0 days 17:54:12.000000000,0 days 00:00:42.000000000,37.75563411,-122.4154733,,3638073,800 Shotwell St,San Francisco,CA,94110
9315,9315,Structure Fire,0 days 09:06:03.000000000,0 days 09:08:09.000000000,0 days 00:02:06.000000000,37.76441225,-122.4792634,,1730034,1246  21st Ave,San Francisco,CA,94122
9317,9317,Structure Fire,0 days 04:41:43.000000000,0 days 04:42:47.000000000,0 days 00:01:04.000000000,37.77626951,-122.4172576,,3508001,1301 Market St,San Francisco,CA,94103
9329,9329,Structure Fire,0 days 00:19:59.000000000,0 days 00:20:13.000000000,0 days 00:00:14.000000000,37.78003611,-122.4167895,,353001,45 Hyde St,San Francisco,CA,94102
9342,9342,Structure Fire,0 days 04:41:43.000000000,0 days 04:42:47.000000000,0 days 00:01:04.000000000,37.79804495,-122.3963671,,171069,99 Jackson St,San Francisco,CA,94111
9347,9347,Structure Fire,0 days 10:48:04.000000000,0 days 10:48:13.000000000,0 days 00:00:09.000000000,37.74075749,-122.5067435,,2378035,2448 Great Hwy,San Francisco,CA,94116
9367,9367,Structure Fire,0 days 17:53:30.000000000,0 days 17:54:12.000000000,0 days 00:00:42.000000000,37.76441225,-122.4792634,,1730034,1246  21st Ave,San Francisco,CA,94122
9391,9391,Structure Fire,0 days 16:48:22.000000000,0 days 16:48:52.000000000,0 days 00:00:30.000000000,37.71645955,-122.4410196,,6410010,901 Geneva Ave,San Francisco,CA,94112
9393,9393,Structure Fire,0 days 00:19:59.000000000,0 days 00:20:13.000000000,0 days 00:00:14.000000000,37.75219765,-122.3974777,,4285B001,1201 Wisconsin St,San Francisco,CA,94107
9400,9400,Structure Fire,0 days 12:51:23.000000000,0 days 12:53:39.000000000,0 days 00:02:16.000000000,37.76464569,-122.4263817,,3557010,290 Dolores St,San Francisco,CA,94114
9420,9420,Structure Fire,0 days 04:41:43.000000000,0 days 04:44:46.000000000,0 days 00:03:03.000000000,37.78611721,-122.4198542,,694004,1000 Geary St,San Francisco,CA,94109
9429,9429,Structure Fire,0 days 12:51:23.000000000,0 days 12:53:39.000000000,0 days 00:02:16.000000000,37.78480741,-122.4094717,,330014,140 Mason St,San Francisco,CA,94102
9434,9434,Structure Fire,0 days 09:06:03.000000000,0 days 09:08:09.000000000,0 days 00:02:06.000000000,37.71901187,-122.4804507,,7335001,3711  19th Ave,San Francisco,CA,94132
9445,9445,Structure Fire,0 days 12:51:23.000000000,0 days 12:53:39.000000000,0 days 00:02:16.000000000,37.81052072,-122.3651383,,,,,CA,94130
9457,9457,Structure Fire,0 days 17:53:30.000000000,0 days 17:54:12.000000000,0 days 00:00:42.000000000,37.7866625,-122.4291682,,675044,1750 Sutter St,San Francisco,CA,94115
9460,9460,Structure Fire,0 days 09:06:03.000000000,0 days 09:08:09.000000000,0 days 00:02:06.000000000,37.78431101,-122.3951606,,3750073,600 Harrison St,San Francisco,CA,94107
9463,9463,Structure Fire,0 days 16:48:22.000000000,0 days 16:48:52.000000000,0 days 00:00:30.000000000,37.77771244,-122.4127367,,3727118,1183 Mission St,San Francisco,CA,94103
9465,9465,Structure Fire,0 days 06:45:11.000000000,0 days 06:47:48.000000000,0 days 00:02:37.000000000,37.78065583,-122.4723123,,1531001,400  14th Ave,San Francisco,CA,94118
9478,9478,Structure Fire,0 days 17:56:58.000000000,0 days 17:57:10.000000000,0 days 00:00:12.000000000,37.72964281,-122.3923586,,5385001A,2018 Lane St,San Francisco,CA,94124
9497,9497,Structure Fire,0 days 06:45:11.000000000,0 days 06:47:48.000000000,0 days 00:02:37.000000000,37.72381994,-122.4284197,,6007021,619 Excelsior Ave,San Francisco,CA,94112
9524,9524,Structure Fire,0 days 06:45:11.000000000,0 days 06:47:48.000000000,0 days 00:02:37.000000000,37.76123422,-122.4081943,,4024006,646 Hampshire St,San Francisco,CA,94110
9575,9575,Structure Fire,0 days 06:45:11.000000000,0 days 06:47:48.000000000,0 days 00:02:37.000000000,37.77779901,-122.4002978,,3777047,695 Bryant St,San Francisco,CA,94107
9580,9580,Structure Fire,0 days 12:51:23.000000000,0 days 12:53:39.000000000,0 days 00:02:16.000000000,37.78368634,-122.4107899,,340013,124 Taylor St,San Francisco,CA,94102
9585,9585,Structure Fire,0 days 12:03:56.000000000,0 days 12:04:07.000000000,0 days 00:00:11.000000000,37.78246842,-122.4485906,,1070001A,2750 Geary Blvd,San Francisco,CA,94118
9606,9606,Structure Fire,0 days 12:51:23.000000000,0 days 12:53:39.000000000,0 days 00:02:16.000000000,37.73490503,-122.3863042,,4711012,1485 La Salle Ave,San Francisco,CA,94124
9613,9613,Structure Fire,0 days 17:53:30.000000000,0 days 17:54:12.000000000,0 days 00:00:42.000000000,37.71165504,-122.4150805,,6356059,500 Sawyer St,San Francisco,CA,94134
9619,9619,Structure Fire,0 days 12:51:23.000000000,0 days 12:53:39.000000000,0 days 00:02:16.000000000,37.80665773,-122.42056,,405007,900 Beach St,San Francisco,CA,94109
9628,9628,Structure Fire,0 days 12:51:23.000000000,0 days 12:53:39.000000000,0 days 00:02:16.000000000,37.76413816,-122.4025724,,3979001,444 De Haro St,San Francisco,CA,94107
9638,9638,Structure Fire,0 days 17:53:30.000000000,0 days 17:54:12.000000000,0 days 00:00:42.000000000,37.80516257,-122.4329574,,446002,15 Marina Blvd,San Francisco,CA,94123
9642,9642,Structure Fire,0 days 04:41:43.000000000,0 days 04:42:47.000000000,0 days 00:01:04.000000000,37.78326781,-122.4140793,,338014,222 Leavenworth St,San Francisco,CA,94102
9648,9648,Structure Fire,0 days 09:06:03.000000000,0 days 09:08:09.000000000,0 days 00:02:06.000000000,37.7612773,-122.4294691,,3580076,3840  18th St,San Francisco,CA,94114
9701,9701,Structure Fire,0 days 04:41:43.000000000,0 days 04:42:47.000000000,0 days 00:01:04.000000000,37.80447272,-122.4155626,,0050001A,1050 Columbus Ave,San Francisco,CA,94133
9723,9723,Structure Fire,0 days 17:53:30.000000000,0 days 17:54:12.000000000,0 days 00:00:42.000000000,37.75729278,-122.3957719,,4167004,701 Missouri St,San Francisco,CA,94107
9724,9724,Structure Fire,0 days 04:41:43.000000000,0 days 04:42:47.000000000,0 days 00:01:04.000000000,37.78626844,-122.4129972,,317011,530 Jones St,San Francisco,CA,94102
9732,9732,Structure Fire,0 days 12:51:23.000000000,0 days 12:53:39.000000000,0 days 00:02:16.000000000,37.77859268,-122.4963826,,1509035,546  36th Ave,San Francisco,CA,94121
9742,9742,Structure Fire,0 days 06:45:11.000000000,0 days 06:47:48.000000000,0 days 00:02:37.000000000,37.77689454,-122.4919581,,1574001,682  32nd Ave,San Francisco,CA,94121
9751,9751,Structure Fire,0 days 06:45:11.000000000,0 days 06:47:48.000000000,0 days 00:02:37.000000000,37.7579696,-122.4167271,,3611024,953 S Van Ness Ave,San Francisco,CA,94110
9752,9752,Structure Fire,0 days 17:53:30.000000000,0 days 17:54:12.000000000,0 days 00:00:42.000000000,37.76613439,-122.4219351,,3554025,423 Valencia St,San Francisco,CA,94103
9760,9760,Structure Fire,0 days 10:48:04.000000000,0 days 10:48:13.000000000,0 days 00:00:09.000000000,37.76950659,-122.4512989,,1229010,1768 Haight St,San Francisco,CA,94117
9778,9778,Structure Fire,0 days 00:16:53.000000000,0 days 00:19:07.000000000,0 days 00:02:14.000000000,37.71165504,-122.4150805,,6356059,500 Sawyer St,San Francisco,CA,94134
9790,9790,Structure Fire,0 days 06:45:11.000000000,0 days 06:47:48.000000000,0 days 00:02:37.000000000,37.79006977,-122.4001732,,3708057,555 Market St,San Francisco,CA,94105
9793,9793,Structure Fire,0 days 09:06:03.000000000,0 days 09:08:09.000000000,0 days 00:02:06.000000000,37.74404073,-122.4102942,,5550014,1819 Alabama St,San Francisco,CA,94110
9807,9807,Structure Fire,0 days 06:45:11.000000000,0 days 06:47:48.000000000,0 days 00:02:37.000000000,37.78538567,-122.4082489,,330023,119 Ellis St,San Francisco,CA,94102
9810,9810,Structure Fire,0 days 04:41:43.000000000,0 days 04:42:47.000000000,0 days 00:01:04.000000000,37.77668841,-122.4263795,,806002,601 Laguna St,San Francisco,CA,94102
9822,9822,Structure Fire,0 days 00:16:53.000000000,0 days 00:25:03.000000000,0 days 00:08:10.000000000,37.7683148,-122.4276823,,3535008,2041 Market St,San Francisco,CA,94114
9829,9829,Structure Fire,0 days 12:03:56.000000000,0 days 12:04:07.000000000,0 days 00:00:11.000000000,37.79006977,-122.4001732,,3708057,555 Market St,San Francisco,CA,94105
9831,9831,Structure Fire,0 days 09:06:03.000000000,0 days 09:08:09.000000000,0 days 00:02:06.000000000,37.7275268,-122.3896501,,4829022,1451 Van Dyke Ave,San Francisco,CA,94124
9846,9846,Structure Fire,0 days 02:24:51.000000000,0 days 02:24:58.000000000,0 days 00:00:07.000000000,37.78409104,-122.4117844,,332006,246 Eddy St,San Francisco,CA,94102
9879,9879,Structure Fire,0 days 09:06:03.000000000,0 days 09:08:09.000000000,0 days 00:02:06.000000000,37.71225109,-122.3945464,,4991086,150 Executive Park Blvd,San Francisco,CA,94134
9883,9883,Structure Fire,0 days 02:24:51.000000000,0 days 02:24:58.000000000,0 days 00:00:07.000000000,37.76558715,-122.4242976,,3556072,1839  15th St,San Francisco,CA,94103
9884,9884,Structure Fire,0 days 12:51:23.000000000,0 days 12:53:39.000000000,0 days 00:02:16.000000000,37.76979785,-122.4485788,,1231018,1576 Haight St,San Francisco,CA,94117
9899,9899,Structure Fire,0 days 04:41:43.000000000,0 days 04:42:47.000000000,0 days 00:01:04.000000000,37.77956825,-122.4749508,,1529034,446  16th Ave,San Francisco,CA,94118
9923,9923,Structure Fire,0 days 09:06:03.000000000,0 days 09:08:09.000000000,0 days 00:02:06.000000000,37.76141313,-122.4272205,,3579006,551 Church St,San Francisco,CA,94114
9940,9940,Structure Fire,0 days 12:51:23.000000000,0 days 12:53:39.000000000,0 days 00:02:16.000000000,37.78113616,-122.4120241,,351001,1100 Market St,San Francisco,CA,94102
9942,9942,Structure Fire,0 days 17:53:30.000000000,0 days 17:54:12.000000000,0 days 00:00:42.000000000,37.76813267,-122.4374544,,2609011,142 Alpine Ter,San Francisco,CA,94117
9950,9950,Structure Fire,0 days 17:53:30.000000000,0 days 17:54:12.000000000,0 days 00:00:42.000000000,37.76008506,-122.4349962,,2695008,548 Castro St,San Francisco,CA,94114
9959,9959,Structure Fire,0 days 09:06:03.000000000,0 days 09:08:09.000000000,0 days 00:02:06.000000000,37.76654458,-122.3950605,,3949001A,903  16th St,San Francisco,CA,94107
9963,9963,Structure Fire,0 days 17:53:30.000000000,0 days 17:54:12.000000000,0 days 00:00:42.000000000,37.79348808,-122.398206,,236019,150 California St,San Francisco,CA,94111
9965,9965,Structure Fire,0 days 17:56:58.000000000,0 days 17:57:10.000000000,0 days 00:00:12.000000000,37.79152537,-122.4834802,,1300001,3550 Pacific Ave,San Francisco,CA,94118
9966,9966,Structure Fire,0 days 06:45:11.000000000,0 days 06:47:48.000000000,0 days 00:02:37.000000000,37.77646431,-122.4262633,,807010,580 Hayes St,San Francisco,CA,94102
9979,9979,Structure Fire,0 days 06:45:11.000000000,0 days 06:47:48.000000000,0 days 00:02:37.000000000,37.78116831,-122.4348057,,730045,1652 Eddy St,San Francisco,CA,94115
